"ZZOfoYear_ID[ZZOfoYear]","Value","Name","ZZMigrationCode","ZZOfoLevelType","IsSummary"
2024,"2021-662309",Adhesive Binding Machine Operator,4679,,N
2024,"2021-662310",Book Sewing Machine Operator,4680,,N
2024,"2021-662311",Gathering Machine Operator,4681,,N
2024,"2021-662312",Commercial Mailing Machine Operator,4682,,N
2024,"2021-662313",Newspaper and Magazine Mailroom Machine Operator,4683,,N
2024,"2021-662314",Envelope Manufacturing Machine Operator,4684,,N
2024,"2021-662315",Coating Machine Operator,4685,,N
2024,"2021-662316",Foiling Machine Operator,4686,,N
2024,"2021-662317",Roll Label Rewind Machine Operator,4687,,N
2024,"2021-671101",Electrician,4688,,N
2024,"2021-671102",Electrical Installation Inspector,4689,,N
2024,"2021-671202",Millwright,4690,,N
2024,"2021-671203",Mechatronics Technician,4691,,N
2024,"2021-671204",Lift Mechanic,4692,,N
2024,"2021-671205",Weapon Systems Mechanic,4693,,N
2024,"2021-671206",Electrical Equipment Mechanic,4694,,N
2024,"2021-671207",Armature Winder,4695,,N
2024,"2021-671208",Transportation Electrician,4696,,N
2024,"2021-671301",Electrical Line Mechanic,4697,,N
2024,"2021-671302",Cable Jointer,4698,,N
2024,"2021-672101",Avionics Mechanician,4699,,N
2024,"2021-672102",Radar Mechanic,4700,,N
2024,"2021-672103",Business Machine Mechanic,4701,,N
2024,"2021-672104",Electronic Equipment Mechanician,4702,,N
2024,"2021-672105",Instrument Mechanician,4703,,N
2024,"2021-672107",Special Class Electrician,4704,,N
2024,"2021-672108",Radiotrician,4705,,N
2024,"2021-672201",Data and Telecommunications Cabler,4706,,N
2024,"2021-672202",Telecommunications Cable Jointer,4707,,N
2024,"2021-672203",Computer Engineering Mechanic / Service Person,4708,,N
2024,"2021-672204",Telecommunications Line Mechanic,4709,,N
2024,"2021-672205",Telecommunications Technician,4710,,N
2024,"2021-672206",Communications Operator,4711,,N
2024,"2021-681101",Slaughterer,4712,,N
2024,"2021-681102",Red Meat De-boner,4713,,N
2024,"2021-681103",Butcher,4714,,N
2024,"2021-681104",Fishmonger,4715,,N
2024,"2021-681105",Poultry Slaughterer,4716,,N
2024,"2021-681201",Confectionary Baker,4717,,N
2024,"2021-681202",Pastry Cook,4718,,N
2024,"2021-681203",Confectionery Maker,4719,,N
2024,"2021-681301",Dairyman,4720,,N
2024,"2021-681401",Fruit or Vegetable Preserver,4721,,N
2024,"2021-681402",Oil Expeller,4722,,N
2024,"2021-681403",Jam Maker,4723,,N
2024,"2021-681501",Cheese Grader / Tester,4724,,N
2024,"2021-681502",Food Taster / Grader,4725,,N
2024,"2021-681503",Tea Taster / Grader,4726,,N
2024,"2021-681504",Wine Taster / Grader,4727,,N
2024,"2021-681505",Fruit and Vegetable Grader / Classer,4728,,N
2024,"2021-681506",Livestock Product Analyst,4729,,N
2024,"2021-681601",Cigar Maker,4730,,N
2024,"2021-681602",Green Tobacco Storage Controller / Manager,4731,,N
2024,"2021-681603",Tobacco Processing Machine Operator,4732,,N
2024,"2021-682101",Wood Preparer and Treater,4733,,N
2024,"2021-682102",Plywood and Veneer Maker and Repairer,4734,,N
2024,"2021-682201",Cabinet Maker,4735,,N
2024,"2021-682203",Wood Model Maker,4736,,N
2024,"2021-682301",Furniture Finisher,4737,,N
2024,"2021-682302",Picture Framer,4738,,N
2024,"2021-682303",Wood Machinist,4739,,N
2024,"2021-682304",Wood Turner,4740,,N
2024,"2021-682305",Cooper,4741,,N
2024,"2021-683101",Tailor,4742,,N
2024,"2021-683102",Furrier,4743,,N
2024,"2021-683103",Hat Maker,4744,,N
2024,"2021-683104",Wig Maker,4745,,N
2024,"2021-683201","Clothing, Home Textiles and General Goods Cutter",4746,,N
2024,"2021-683202",Apparel and related pattern maker,4747,,N
2024,"2021-683301",Canvas Goods Maker,4748,,N
2024,"2021-683302",Sail Maker,4749,,N
2024,"2021-683303",Textile Produce Mender and Embroiderer,4750,,N
2024,"2021-683401",Upholsterer,4751,,N
2024,"2021-683402",Bed Maker,4752,,N
2024,"2021-683501",Fellmonger,4753,,N
2024,"2021-683502",Tanner,4754,,N
2024,"2021-683503",Pelt Grader,4755,,N
2024,"2021-683601",Shoemaker,4756,,N
2024,"2021-684101",Diver,4757,,N
2024,"2021-684201", Mining Blaster,4758,,N
2024,"2021-684202",Blaster,4759,,N
2024,"2021-684301",Crop Produce Analyst,4760,,N
2024,"2021-684302",Tobacco Grader,4761,,N
2024,"2021-684303",Cotton Grader,4762,,N
2024,"2021-684304",Wool Classer / Grader,4763,,N
2024,"2021-684305",Quality Controller (Manufacturing),4764,,N
2024,"2021-684401",Pest or Weed Controller,4765,,N
2024,"2021-684901","Textile, Clothing, Footwear and Leather Processing Machine Mechanic",4766,,N
2024,"2021-684902",Farrier,4767,,N
2024,"2021-684904",Panelbeater,4768,,N
2024,"2021-684905",Vehicle Body Builder,4769,,N
2024,"2021-684906",Vehicle Trimmer,4770,,N
2024,"2021-684907",Boatbuilder and Repairer,4771,,N
2024,"2021-684908",Shipwright,4772,,N
2024,"2021-684909",Survival Equipment Fitter,4773,,N
2024,"2021-684910",Ammunition Fitter,4774,,N
2024,"2021-684911",Florist,4775,,N
2024,"2021-684912",Photographer's Assistant,4776,,N
2024,"2021-684913",Melter,4777,,N
2024,"2021-684914",Textile Machine Mechanic,4778,,N
2024,"2021-711101",Mining Operator,4779,,N
2024,"2021-711102",Shotcreter,4780,,N
2024,"2021-711201",Mineral Processing Plant Operator,4781,,N
2024,"2021-711202",Jewellery Processing and Finishing Machine Operator,4782,,N
2024,"2021-711203",Diamond Cutter and Polisher,4783,,N
2024,"2021-711204",Gemstone Cutter,4784,,N
2024,"2021-711205",Gemstone Machine Operator,4785,,N
2024,"2021-711301",Driller,4786,,N
2024,"2021-711302",Rock Drill Operator,4787,,N
2024,"2021-711401",Concrete Products Machine Operator,4788,,N
2024,"2021-711402","Glass, Clay and Stone Manufacturing Machine Setter and Minder",4789,,N
2024,"2021-711403",Plaster Machine Operator,4790,,N
2024,"2021-711404",Cement Production Plant Operator,4791,,N
2024,"2021-711405",Concrete Batching Plant Operator,4792,,N
2024,"2021-711406",Industrial Diamond Polishing Machine Operator,4793,,N
2024,"2021-712101",Metal Processing Plant Operator,4794,,N
2024,"2021-712102",Metal Manufacturing Machine Setter and Minder,4795,,N
2024,"2021-712103",Abrasive Wheel Maker,4796,,N
2024,"2021-712104",Brake Lining Maker,4797,,N
2024,"2021-712201",Electroplater,4798,,N
2024,"2021-713101",Chemical Production Machine Operator,4799,,N
2024,"2021-713201",Photographic Developer and Printer,4800,,N
2024,"2021-714101",Rubber Production Machine Operator,4801,,N
2024,"2021-714102",Rubber Manufacturing Machine Setter and Minder,4802,,N
2024,"2021-714201",Plastic Cablemaking Machine Operator,4803,,N
2024,"2021-714202",Plastic Compounding and Reclamation Machine Operator,4804,,N
2024,"2021-714203",Plastics Fabricator or Welder,4805,,N
2024,"2021-714204",Plastics Production Machine Operator (General),4806,,N
2024,"2021-714205",Reinforced Plastic and Composite Production Worker,4807,,N
2024,"2021-714206",Rotational Moulding Operator (Plastics),4808,,N
2024,"2021-714207",Thermoforming Machine Operator,4809,,N
2024,"2021-714208",Plastics Manufacturing Machine Minder,4810,,N
2024,"2021-714209",Reinforced Plastics and Composite Trades Worker,4811,,N
2024,"2021-714301",Paper Products Machine Operator,4812,,N
2024,"2021-715101",Fibre Preparation Production Machine Operator,4813,,N
2024,"2021-715102",Yarn Production Machine Operator,4814,,N
2024,"2021-715103",Man-made Fibre Production Machine Operator,4815,,N
2024,"2021-715201",Weaving Machine Operator,4816,,N
2024,"2021-715202",Warping Machine Operator,4817,,N
2024,"2021-715203",Braiding Machine Operator,4818,,N
2024,"2021-715204",Knitting Machine Operator,4819,,N
2024,"2021-715205",Non-woven Machine Operator,4820,,N
2024,"2021-715206",Textile Dry Finishing Machine Operator,4821,,N
2024,"2021-715301",Sewing Machine Operator,4822,,N
2024,"2021-715302","Clothing, Textile and Leather Goods Production Operator",4823,,N
2024,"2021-715401",Textile Wet Process Production Operator,4824,,N
2024,"2021-715501",Leather Processing Machine Operator,4825,,N
2024,"2021-715601",Footwear Cutting Production Machine Operator,4826,,N
2024,"2021-715602",Footwear Closing Production Machine Operator,4827,,N
2024,"2021-715603",Footwear Bottom Stock Production Machine Operator,4828,,N
2024,"2021-715604",Footwear Lasting Production Machine Operator,4829,,N
2024,"2021-715605",Footwear Finishing Production Machine Operator,4830,,N
2024,"2021-715701",Laundry and Dry Cleaning Machine Operator,4831,,N
2024,"2021-715901",Textile and Footwear Manufacturing Machine Minder,4832,,N
2024,"2021-716101",Fruit and Vegetable Processing Machine Operator,4833,,N
2024,"2021-716102",Distillery Process Machine Operator,4834,,N
2024,"2021-716103",Juice Extraction and Blending Process Machine Operator,4835,,N
2024,"2021-716104",Dairy Products Machine Operator,4836,,N
2024,"2021-716105",Bakery and Confectionary Products Machine Operator,4837,,N
2024,"2021-716106",Sugar Processing Machine Operator,4838,,N
2024,"2021-716107",Coffee and Tea Processing Machine Operator,4839,,N
2024,"2021-716108",Seed Processing Machine Operator,4840,,N
2024,"2021-716109",Milling Process Machine Operator,4841,,N
2024,"2021-716110",Tobacco Product Processing Machine Operator,4842,,N
2024,"2021-716111",Meat Processing Machine Operator,4843,,N
2024,"2021-716112",Seafood Processing Machine Operator,4844,,N
2024,"2021-716113",Grain Handling Operator,4845,,N
2024,"2021-716114",Sparkling Soft drink process machine operator,4846,,N
2024,"2021-716115",Wine processing machine operator,4847,,N
2024,"2021-716116","Cereals, snacks, pasta and condiments machine process operator",4848,,N
2024,"2021-716117",Brew house Process Machine Operator,4849,,N
2024,"2021-716118",Food and Beverage Process Operator,4850,,N
2024,"2021-717101",Wood and Paper Manufacturing Machine Minder,4851,,N
2024,"2021-717102",Paper and Pulp Mill Operator,4852,,N
2024,"2021-717201",Wood Processing Machine Operator,4853,,N
2024,"2021-718101",Clay Production Machine Operator,4854,,N
2024,"2021-718102",Glass Production Machine Operator,4855,,N
2024,"2021-718201",Boiler or Engine Operator,4856,,N
2024,"2021-718301",Labelling Machine Operator,4857,,N
2024,"2021-718302",Packing Machine Operator,4858,,N
2024,"2021-718303",Filling Line Operator,4859,,N
2024,"2021-718304",Packaging Manufacturing Machine Minder,4860,,N
2024,"2021-718901",Silicon Chip Production Machine Operator,4861,,N
2024,"2021-718902",Cable and Rope Splicing Machine Operator,4862,,N
2024,"2021-718903",Cable Manufacturing Machine Minder,4863,,N
2024,"2021-718904",Integrated Manufacturing Line Machine Setter,4864,,N
2024,"2021-718905",Engineering Production Systems Worker,4865,,N
2024,"2021-718906",Bulk Materials Handling Plant Operator,4866,,N
2024,"2021-718907",Weighbridge Operator,4867,,N
2024,"2021-718908",Car Compactor Operator,4868,,N
2024,"2021-718909",Lighthouse Keeper,4869,,N
2024,"2021-718910",Lock Master (Water Transport),4870,,N
2024,"2021-718911",Snow Maker,4871,,N
2024,"2021-718912",Wash Plant Operator,4872,,N
2024,"2021-718913",Motion Picture Projectionist,4873,,N
2024,"2021-718914",Sand Blaster,4874,,N
2024,"2021-718915",Venetian Blind Machine Operator,4875,,N
2024,"2021-721101",Machinery Assembler,4876,,N
2024,"2021-721201",Electrical and Electronic Equipment Assembler,4877,,N
2024,"2021-721901",Product Assembler,4878,,N
2024,"2021-731101",Train Driver,4879,,N
2024,"2021-731102",Tram Driver,4880,,N
2024,"2021-731201",Railway Signal Operator,4881,,N
2024,"2021-731202",Train Controller,4882,,N
2024,"2021-732101",Delivery Driver,4883,,N
2024,"2021-732102",Delivery Driver (Motorcycle),4884,,N
2024,"2021-732201",Chauffeur,4885,,N
2024,"2021-732202",Taxi Driver,4886,,N
2024,"2021-732203",Emergency Vehicle Drivers,4887,,N
2024,"2021-732204",Oversize Load Pilot / Escort,4888,,N
2024,"2021-733101",Bus Driver,4889,,N
2024,"2021-733102",Charter and Tour Bus Driver,4890,,N
2024,"2021-733103",Passenger Coach Driver,4891,,N
2024,"2021-733201",Truck Driver (General),4892,,N
2024,"2021-733202",Aircraft Refueller,4893,,N
2024,"2021-733203",Furniture Removalist,4894,,N
2024,"2021-733204",Tanker Driver,4895,,N
2024,"2021-733205",Tow Truck Driver,4896,,N
2024,"2021-733206",Armoured Personnel Carrier Operator,4897,,N
2024,"2021-733207",Snow Groomer,4898,,N
2024,"2021-733208",Mobile Mining Equipment Operator,4899,,N
2024,"2021-733209",Linemarker,4900,,N
2024,"2021-733210",Road Construction Plant Operator,4901,,N
2024,"2021-733211",Remotely Operated Vehicle (ROV) Pilot,4902,,N
2024,"2021-734101",Agricultural Mobile Plant (Equipment) Operator,4903,,N
2024,"2021-734102",Logging Plant Operator,4904,,N
2024,"2021-734201",Earthmoving Plant Operator (General),4905,,N
2024,"2021-734202",Backhoe Operator,4906,,N
2024,"2021-734203",Bulldozer Operator,4907,,N
2024,"2021-734204",Excavator Operator,4908,,N
2024,"2021-734205",Grader Operator,4909,,N
2024,"2021-734206",Loader Operator,4910,,N
2024,"2021-734207",Mulcher Operator,4911,,N
2024,"2021-734208",Tunnelling Machine Operator,4912,,N
2024,"2021-734209",Mobile Explosives Manufacturing Unit (MEMU) Operator,4913,,N
2024,"2021-734210",Scraper Operator,4914,,N
2024,"2021-734211",Dragline Operator,4915,,N
2024,"2021-734212",Railway Track Master,4916,,N
2024,"2021-734213",Road Roller Operator,4917,,N
2024,"2021-734214",Dump Truck Operator,4918,,N
2024,"2021-734301",Crane or Hoist Operator,4919,,N
2024,"2021-734302",Cable Ferry Operator,4920,,N
2024,"2021-734303",Dredge Operator,4921,,N
2024,"2021-734401",Lift Operator,4922,,N
2024,"2021-734402",Forklift Driver,4923,,N
2024,"2021-734403",Straddle Carrier Operator,4924,,N
2024,"2021-735101",Deck Hand,4925,,N
2024,"2021-735102",Jetty Operator,4926,,N
2024,"2021-811101",Domestic Cleaner,4927,,N
2024,"2021-811201",Commercial Cleaner,4928,,N
2024,"2021-811202",Healthcare Cleaner,4929,,N
2024,"2021-811203",Tea Attendant,4930,,N
2024,"2021-811204",Caretaker / cleaner,4931,,N
2024,"2021-812101",Laundry Worker (General),4932,,N
2024,"2021-812103",Ironer or Presser,4933,,N
2024,"2021-812104",Carpet Cleaner,4934,,N
2024,"2021-812201",Vehicle Detailer (Valet Servicer),4935,,N
2024,"2021-812301",Window Cleaner,4936,,N
2024,"2021-812901",Septic Tank Cleaner,4937,,N
2024,"2021-812902",Swimming Pool Cleaner,4938,,N
2024,"2021-812903",Washroom Attendant,4939,,N
2024,"2021-812904",Sterilisation Technician,4940,,N
2024,"2021-821101",Crop Production Farm Worker / Assistant,4941,,N
2024,"2021-821102",Irrigationist,4942,,N
2024,"2021-821103",Scout,4943,,N
2024,"2021-821104",Harvester / Picker,4944,,N
2024,"2021-821105",Pruner,4945,,N
2024,"2021-821201",Livestock Farm Worker / Assistant,4946,,N
2024,"2021-821202",Insect Farm Worker / Assistant,4947,,N
2024,"2021-821203",Game Farm Worker / Assistant,4948,,N
2024,"2021-821204","Poultry, Ratites or Avian Farm Worker / Assistant",4949,,N
2024,"2021-821205",Wool Handler,4950,,N
2024,"2021-821301",Mixed Crop and Livestock Farm Worker / Assistant,4951,,N
2024,"2021-821401",Garden Workers,4952,,N
2024,"2021-821402",Ornamental Horticultural or Nursery Assistant,4953,,N
2024,"2021-821403",Indoor Plant Worker,4954,,N
2024,"2021-821501",Forestry Worker,4955,,N
2024,"2021-821502",Logging Assistant,4956,,N
2024,"2021-821601",Fishing Hand,4957,,N
2024,"2021-821602",Aquaculture Farm Worker / Assistant,4958,,N
2024,"2021-831101",Mining Worker ,4959,,N
2024,"2021-831102",Driller's Assistant,4960,,N
2024,"2021-831103",Mineral Beneficiation Plant Worker,4961,,N
2024,"2021-831104",Mining Spotter Controller,4962,,N
2024,"2021-831301",Builder's Worker,4963,,N
2024,"2021-831302","Drainage, Sewerage and Storm Water Worker",4964,,N
2024,"2021-831303",Earthmoving Worker,4965,,N
2024,"2021-831304",Plumber's Assistant,4966,,N
2024,"2021-831305",Cement and Concrete Plant Worker,4967,,N
2024,"2021-831306",Paving and Surfacing Worker,4968,,N
2024,"2021-831307",Railway Track Worker,4969,,N
2024,"2021-831308",Crane Chaser,4970,,N
2024,"2021-831309",Lagger,4971,,N
2024,"2021-831310",Surveyor's Assistant,4972,,N
2024,"2021-831311",Fencer,4973,,N
2024,"2021-831312",Sign Erector,4974,,N
2024,"2021-831313",Water Process Worker,4975,,N
2024,"2021-832101",Packer (Non Perishable Products),4976,,N
2024,"2021-832102",Meat Packer,4977,,N
2024,"2021-832103",Fish or Seafood Packer,4978,,N
2024,"2021-832104",Cheese Packer,4979,,N
2024,"2021-832901",Metal Engineering Process Worker,4980,,N
2024,"2021-832902","Plastics, Composites and Rubber Factory Worker",4981,,N
2024,"2021-832903",Timber and Wood Process Worker,4982,,N
2024,"2021-832904",Food and Beverage Factory Worker,4983,,N
2024,"2021-832905",Footwear and Leather Factory Worker,4984,,N
2024,"2021-832906",Glass Processing Worker,4985,,N
2024,"2021-832907",Chemical Plant Worker,4986,,N
2024,"2021-832908",Clay Processing Factory Worker,4987,,N
2024,"2021-832909","Textile, Clothing and Footwear Factory Worker",4988,,N
2024,"2021-832910",Component Fitter,4989,,N
2024,"2021-833301",Freight Handler (Rail or Road),4990,,N
2024,"2021-833302",Truck Driver's Offsider,4991,,N
2024,"2021-833303",Waterside Worker,4992,,N
2024,"2021-833304",Airline Ground Crew,4993,,N
2024,"2021-833401",Shelf Filler,4994,,N
2024,"2021-833402",Store Person,4995,,N
2024,"2021-841101",Fast Food Cook,4996,,N
2024,"2021-841201",Kitchenhand,4997,,N
2024,"2021-841202",Food Trade Assistant,4998,,N
2024,"2021-851101",Car Park Attendant,4999,,N
2024,"2021-851102",Leaflet or Newspaper Deliverer,5000,,N
2024,"2021-852101",Street Vendor,5001,,N
2024,"2021-861101",Recycling or Rubbish Collector,5002,,N
2024,"2021-861201",Refuse Sorter,5003,,N
2024,"2021-861202",Waste Material Sorter and Classifier,5004,,N
2024,"2021-861301",Street Sweeper Operator,5005,,N
2024,"2021-862101",Busser,5006,,N
2024,"2021-862102",Luggage Porter,5007,,N
2024,"2021-862103",Cloak Room Attendant,5008,,N
2024,"2021-862104",Hotel Cellar Hand,5009,,N
2024,"2021-862201",Home Improvement Installer,5010,,N
2024,"2021-862202",Handyperson,5011,,N
2024,"2021-862301",Meter Reader,5012,,N
2024,"2021-862302",Vending Machine Attendant,5013,,N
2024,"2021-862913",Event Assistant,5014,,N
2024,"2021-862914",Sheltered Workshop Worker,5015,,N
2024,"2021-862915",Chemical Mixer,5016,,N
2024,"2021-862916",Farm Maintenance Worker,5017,,N
2024,"2021-862917",Crossing Supervisor,5018,,N
2024,"2021-862918",Electrical or Telecommunications Trades Assistant,5019,,N
2024,"2021-862919",Mechanic Trade Assistant,5020,,N
2024,"2021-862920",Railways Assistant,5021,,N
2024,"2021-862922",Electronics and Telecommunications Trades Assistant,5022,,N
2024,"2021-862923",Trolley Collector,5023,,N
2024,"2021-862924",Stage or Studio Hand,5024,,N
2024,"2021-862925",Caddie,5025,,N
2024,"2021-862926",Ticket Collector,5026,,N
2024,"2021-862927",Borehole Pump Operator ,5027,,N
2024,"2021-000000",No Mapping,5028,,N
2024,"2021-235205",Adult Education Teacher,5029,,N
2024,"2021-900000",Learner,5030,,N
2025,"2021-111101",Local or Provincial Government Legislator,5031,,N
2025,"2021-111102",Parliamentarian,5032,,N
2025,"2021-111201",Defence Force Senior Officer,5033,,N
2025,"2021-111202",General Manager Public Service,5034,,N
2025,"2021-111203",Local Authority Manager,5035,,N
2025,"2021-111204",Senior Government Official,5036,,N
2025,"2021-111205",Senior Police Officer,5037,,N
2025,"2021-111206",Ombudsperson,5038,,N
2025,"2021-111207",Senior Government Manager,5039,,N
2025,"2021-111301",Traditional Leader,5040,,N
2025,"2021-111401",Elected Official,5041,,N
2025,"2021-111402",Trade Union Representative,5042,,N
2025,"2021-111403",Political Party Representative,5043,,N
2025,"2021-112101",Director (Enterprise / Organisation),5044,,N
2025,"2021-121101",Finance Manager,5045,,N
2025,"2021-121102",Payroll Manager,5046,,N
2025,"2021-121103",Credit Manager,5047,,N
2025,"2021-121104",Internal Audit Manager,5048,,N
2025,"2021-121201",Human Resource Manager,5049,,N
2025,"2021-121202",Business Training Manager,5050,,N
2025,"2021-121203",Compensation and Benefits Manager,5051,,N
2025,"2021-121204",Recruitment Manager,5052,,N
2025,"2021-121205",Employee Wellness Manager,5053,,N
2025,"2021-121206",Health and Safety Manager,5054,,N
2025,"2021-121207",Personnel Manager,5055,,N
2025,"2021-121301",Policy and Planning Manager,5056,,N
2025,"2021-121901",Corporate General Manager,5057,,N
2025,"2021-121902",Corporate Services Manager,5058,,N
2025,"2021-121903",Physical Asset Manager,5059,,N
2025,"2021-121904",Contract Manager,5060,,N
2025,"2021-121905",Programme or Project Manager,5061,,N
2025,"2021-121906",Franchise Manager,5062,,N
2025,"2021-121908",Quality Systems Manager,5063,,N
2025,"2021-121909",Sustainability Manager,5064,,N
2025,"2021-121910",Water Asset Manager,5065,,N
2025,"2021-122101",Sales and Marketing Manager,5066,,N
2025,"2021-122102",Sales Manager,5067,,N
2025,"2021-122103",Director of Marketing,5068,,N
2025,"2021-122104",Interactive and Direct Marketing Strategist,5069,,N
2025,"2021-122105",Customer Service Manager,5070,,N
2025,"2021-122201",Advertising and Public Relations Manager,5071,,N
2025,"2021-122301",Research and Development Manager,5072,,N
2025,"2021-131101",Agricultural Farm Manager,5073,,N
2025,"2021-131102",Forestry Operations Manager ,5074,,N
2025,"2021-131103",Forestry Operations Supervisor,5075,,N
2025,"2021-131201",Aquaculture Farm Manager,5076,,N
2025,"2021-132101",Manufacturer,5077,,N
2025,"2021-132102",Manufacturing Operations Manager,5078,,N
2025,"2021-132104",Engineering Manager,5079,,N
2025,"2021-132105",Power Generation Operations Manager,5080,,N
2025,"2021-132106",Manufacturing Quality Manager,5081,,N
2025,"2021-132107",Quality Manager,5082,,N
2025,"2021-132108",Metrologist,5083,,N
2025,"2021-132109",Quality Systems Auditor,5084,,N
2025,"2021-132201",Mining Manager,5085,,N
2025,"2021-132202",Mineral Resources Manager,5086,,N
2025,"2021-132203",Rock Engineering Manager,5087,,N
2025,"2021-132301",Construction Project Manager,5088,,N
2025,"2021-132302",Project Builder,5089,,N
2025,"2021-132401",Supply and Distribution Manager,5090,,N
2025,"2021-132402",Logistics Manager,5091,,N
2025,"2021-132403",Road Transport Manager,5092,,N
2025,"2021-132404",Warehouse Manager,5093,,N
2025,"2021-132405",Fleet Manager,5094,,N
2025,"2021-132406",Railway Station Manager,5095,,N
2025,"2021-132407",Airport or Harbour Manager,5096,,N
2025,"2021-132408",Grain Depot Manager,5097,,N
2025,"2021-132409",Fuel Manager,5098,,N
2025,"2021-132410",Maritime Search and Rescue Mission Coordinator,5099,,N
2025,"2021-133101",Chief Information Officer,5100,,N
2025,"2021-133102",ICT Project Manager,5101,,N
2025,"2021-133103",Data Management Manager,5102,,N
2025,"2021-133104",Application Development Manager,5103,,N
2025,"2021-133105",Information Technology Manager,5104,,N
2025,"2021-133106",Information Systems Director,5105,,N
2025,"2021-134101",Child Care Centre Manager,5106,,N
2025,"2021-134201",Medical Superintendent,5107,,N
2025,"2021-134202",Nursing Clinical Director,5108,,N
2025,"2021-134203",Primary Health Care Manager,5109,,N
2025,"2021-134204",Secondary Health Services Manager,5110,,N
2025,"2021-134205",Health Service Specialised Clinic Manager,5111,,N
2025,"2021-134206",Sport Science Manager,5112,,N
2025,"2021-134207",Community Health Manager,5113,,N
2025,"2021-134301",Special Care Accommodation Manager,5114,,N
2025,"2021-134401",Social Services Manager,5115,,N
2025,"2021-134402",Community Development Manager,5116,,N
2025,"2021-134403",Child and Youth Care Manager,5117,,N
2025,"2021-134501",School Principal,5118,,N
2025,"2021-134502",College Principal,5119,,N
2025,"2021-134503",Faculty Head,5120,,N
2025,"2021-134504",District Education Manager,5121,,N
2025,"2021-134505",Educational Rector,5122,,N
2025,"2021-134506",Educational Registrar,5123,,N
2025,"2021-134507",Departmental Head,5124,,N
2025,"2021-134601",Bank Manager,5125,,N
2025,"2021-134602",Credit Bureau Manager,5126,,N
2025,"2021-134603",Financial Markets Business Manager,5127,,N
2025,"2021-134701",Military Manager,5128,,N
2025,"2021-134702",Military Commander,5129,,N
2025,"2021-134703",Military Warrant Officer,5130,,N
2025,"2021-134901",Environmental Manager,5131,,N
2025,"2021-134902",Laboratory Manager,5132,,N
2025,"2021-134903",Small Business Manager,5133,,N
2025,"2021-134904",Office Manager,5134,,N
2025,"2021-134905",Judicial Court Manager,5135,,N
2025,"2021-134906",Practice Manager,5136,,N
2025,"2021-134907",Archives Manager,5137,,N
2025,"2021-134908",Library Manager,5138,,N
2025,"2021-134909",Museum Manager,5139,,N
2025,"2021-134911",Insurance Policy Administration Manager,5140,,N
2025,"2021-134912",Commissioned Fire and Rescue Officer,5141,,N
2025,"2021-134913",Commissioned Police Officer,5142,,N
2025,"2021-134914",Correctional Services Manager,5143,,N
2025,"2021-134915",Non Manufacturing Operations Manager,5144,,N
2025,"2021-134916",Non Manufacturing Operations Foreman,5145,,N
2025,"2021-134917",Publisher,5146,,N
2025,"2021-134918",Water production and Supply Manager,5147,,N
2025,"2021-134919",Traffic and Law Enforcement Manager,5148,,N
2025,"2021-134920",Community Correctional Manager,5149,,N
2025,"2021-134921",Disaster Management Manager ,5150,,N
2025,"2021-141101",Hotel or Motel Manager,5151,,N
2025,"2021-141102",Guest House Manager,5152,,N
2025,"2021-141103",Reception Manager,5153,,N
2025,"2021-141201",Café (Licensed) or Restaurant Manager,5154,,N
2025,"2021-141202",Licensed Club Manager,5155,,N
2025,"2021-141203",Catering Production Manager,5156,,N
2025,"2021-141204",Reservations Manager,5157,,N
2025,"2021-142101",Importer or Exporter,5158,,N
2025,"2021-142102",Wholesaler,5159,,N
2025,"2021-142103",Retail General Manager,5160,,N
2025,"2021-142104",Post Office Manager,5161,,N
2025,"2021-143101",Betting Agency Manager,5162,,N
2025,"2021-143102",Gaming Manager,5163,,N
2025,"2021-143103",Cinema or Theatre Manager,5164,,N
2025,"2021-143104",Arts / Culture Manager,5165,,N
2025,"2021-143105",Sports Administrator,5166,,N
2025,"2021-143106",Amusement Centre Manager,5167,,N
2025,"2021-143107",Fitness Centre Manager,5168,,N
2025,"2021-143108",Facility Centre Manager,5169,,N
2025,"2021-143109",Club Membership Manager,5170,,N
2025,"2021-143901",Facilities Manager,5171,,N
2025,"2021-143902",Cleaning Services Manager,5172,,N
2025,"2021-143903",Boarding Kennel or Cattery Manager,5173,,N
2025,"2021-143904",Security Services Manager,5174,,N
2025,"2021-143905",Call or Contact Centre Manager,5175,,N
2025,"2021-143906",Caravan Park and Camping Ground Manager,5176,,N
2025,"2021-143907",Dockmaster,5177,,N
2025,"2021-143908",Travel Accommodation Inspector,5178,,N
2025,"2021-143909",Travel Agency Manager,5179,,N
2025,"2021-211101",Physicist,5180,,N
2025,"2021-211201",Meteorologist,5181,,N
2025,"2021-211205",Climate Change Scientist,5182,,N
2025,"2021-211301",Chemist,5183,,N
2025,"2021-211302",Manufacturing Research Chemist,5184,,N
2025,"2021-211401",Geologist,5185,,N
2025,"2021-211402",Geophysicist,5186,,N
2025,"2021-211403",Materials Scientist,5187,,N
2025,"2021-211404",Gemologist,5188,,N
2025,"2021-211405",Mineralogist,5189,,N
2025,"2021-211406",Hydrologist,5190,,N
2025,"2021-211407",Oceanographer,5191,,N
2025,"2021-212101",Actuary,5192,,N
2025,"2021-212102",Mathematician,5193,,N
2025,"2021-212103",Statistician,5194,,N
2025,"2021-213101",Animal Behaviourist,5195,,N
