"AD_Org_ID[Name]","ZZSAQAQualificationCode","ZZSAQAQualificationTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZQualityAssuranceBody","ZZQualificationType","ZZReplacementQualification_ID[ZZSAQAQualificationCode]","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMinimumElectiveCredits","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,"21845",Further Education and Training Certificate in  Diamond Processing: Polisher - Crossworker,"4",351,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,11,,"<ZZQualification>: Inserted X_ZZQualification[1000583Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000583Name=null] / "
*,"21812",National certificate in Mining Operations: Underground Coal ,"3",120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,12,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49,"<ZZQualification>: Inserted X_ZZQualification[1000584Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000584Name=null] / "
*,"21815",National Certificate in Engineering Maintenance for Underground Hard Rock (Metalliferous) ,"2",120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,13,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49,"<ZZQualification>: Inserted X_ZZQualification[1000585Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000585Name=null] / "
*,"21843",National Certificate in Diamond Processing: Polisher - Brillianteer,"3",323,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,14,,"<ZZQualification>: Inserted X_ZZQualification[1000586Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000586Name=null] / "
*,"21842",National Certificate: Surface Mining Rockbreaking ,"2",147,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,15,,"<ZZQualification>: Inserted X_ZZQualification[1000587Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000587Name=null] / "
*,"49045",National Certificate in Lump Ore Beneficiation (L2),"2",163,2004-12-02 00:00:00.000,2007-12-02 00:00:00.000,2008-12-02 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,16,,"<ZZQualification>: Inserted X_ZZQualification[1000588Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000588Name=null] / "
*,"48804","National Certificate Occupational Safety, Hygiene and Environment ","2",135,2007-08-07 00:00:00.000,2010-08-07 00:00:00.000,2011-08-07 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,17,,"<ZZQualification>: Inserted X_ZZQualification[1000589Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000589Name=null] / "
*,"50063",Further Education and Training Certificate in  Occupational Safety (Version1),"4",145,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,2012-10-20 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,18,,"<ZZQualification>: Inserted X_ZZQualification[1000590Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000590Name=null] / "
*,"58248",National Certificate in Laboratory Practice,"2",120,2007-06-27 00:00:00.000,2010-06-27 00:00:00.000,2011-06-27 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,19,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZQualification>: Inserted X_ZZQualification[1000591Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000591Name=null] / "
*,"48696 ",National Certificate  Measurement  Control and Instrumentation ,"3",175,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,20,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112,"<ZZQualification>: Inserted X_ZZQualification[1000592Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000592Name=null] / "
*,"35927",Further Education and Training Certificate in  Payroll Administration Services,"4",153,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,21,,"<ZZQualification>: Inserted X_ZZQualification[1000593Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000593Name=null] / "
*,"48695",National Certificate Measurement Control and Instrumentation,"2",137,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,22,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112,"<ZZQualification>: Inserted X_ZZQualification[1000594Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000594Name=null] / "
*,"21811",National Certificate: Introduction to Mining and Minerals V2,"1",120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,2009-08-23 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,23,,"<ZZQualification>: Inserted X_ZZQualification[1000595Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000595Name=null] / "
*,"35926",National Certificate in Payroll Administration Services,"5",240,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,"629",Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,24,,"<ZZQualification>: Inserted X_ZZQualification[1000596Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000596Name=null] / "
*,"48914",National Certificate in  Associate General Accountant,"6",547,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,25,,"<ZZQualification>: Inserted X_ZZQualification[1000597Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000597Name=null] / "
*,"22860",Further Education and Training Certificate in Autotronics,"4",135,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,26,,"<ZZQualification>: Inserted X_ZZQualification[1000598Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000598Name=null] / "
*,"22858",National Certificate Autotronics,"2",128,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,N,27,,"<ZZQualification>: Inserted X_ZZQualification[1000599Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000599Name=null] / "
*,"48912",National Certificate in  Chartered Accountant Financial Management,"7",698,2006-07-01 00:00:00.000,2009-07-01 00:00:00.000,2010-07-01 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,28,,"<ZZQualification>: Inserted X_ZZQualification[1000600Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000600Name=null] / "
*,"24493",National Certificate in  Management,"5",120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,2010-05-02 00:00:00.000,2024-01-01 00:00:00.000,"611",Non Unit Standard Based,,1900-01-01 00:30:00.000,1900-01-01 00:30:00.000,1900-01-01 00:30:00.000,1900-01-01 00:30:00.000,N,N,0,Y,29,,"<ZZQualification>: Inserted X_ZZQualification[1000601Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000601Name=null] / "
*,"13716",National Certificate Professional Driving,"3",120,2003-12-03 00:00:00.000,2006-12-03 00:00:00.000,2007-12-03 00:00:00.000,1900-01-01 00:00:00.000,"629",Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,30,,"<ZZQualification>: Inserted X_ZZQualification[1000602Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000602Name=null] / "
*,"22671",National Certificate in Construction Masonry,"3",120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,2010-08-01 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,31,,"<ZZQualification>: Inserted X_ZZQualification[1000603Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000603Name=null] / "
*,"21853",National Certificate: Construction Plumbing,"3",159,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,2010-08-01 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,32,,"<ZZQualification>: Inserted X_ZZQualification[1000604Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000604Name=null] / "
*,"22670",National Certificate: Construction Carpentry,"3",120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,2010-08-01 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,33,,"<ZZQualification>: Inserted X_ZZQualification[1000605Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000605Name=null] / "
*,"24273",National Certificate: Community House Building,"2",124,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,2010-08-01 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,34,,"<ZZQualification>: Inserted X_ZZQualification[1000606Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000606Name=null] / "
*,"22490",National Certificate General Security Practice,"3",124,2005-11-01 00:00:00.000,2008-11-01 00:00:00.000,2009-11-01 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,35,,"<ZZQualification>: Inserted X_ZZQualification[1000607Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000607Name=null] / "
*,"21854",Further Education and Training Certificate in Use of Firearms,"4",155,2005-11-01 00:00:00.000,2008-11-01 00:00:00.000,2009-11-01 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,36,,"<ZZQualification>: Inserted X_ZZQualification[1000608Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000608Name=null] / "
*,"13739","Further Education and Training Certificate in Occupation-directed Education, Training and Developmen","4",126,2000-10-11 00:00:00.000,2003-10-11 00:00:00.000,2004-10-11 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,37,,"<ZZQualification>: Inserted X_ZZQualification[1000609Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000609Name=null] / "
*,"15541",National Certificate in Abet Practice,"5",120,2007-12-07 00:00:00.000,2010-12-07 00:00:00.000,2011-12-07 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,38,,"<ZZQualification>: Inserted X_ZZQualification[1000610Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000610Name=null] / "
*,"12037",National Certificate in Education: Training and Development,"2",128,2006-01-07 00:00:00.000,2009-01-07 00:00:00.000,2010-01-07 00:00:00.000,1900-01-01 00:00:00.000,,Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,39,,"<ZZQualification>: Inserted X_ZZQualification[1000611Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000611Name=null] / "
*,"20838",Further Education and Training Certificate in   ABET Practice,"4",120,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,40,,"<ZZQualification>: Inserted X_ZZQualification[1000612Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000612Name=null] / "
*,"49091",National Certificate in Furniture Making Wood,"2",125,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,2011-10-30 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,41,,"<ZZQualification>: Inserted X_ZZQualification[1000613Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000613Name=null] / "
*,"49105",National Certificate Furniture Making Wood,"3",122,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,2011-10-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,42,,"<ZZQualification>: Inserted X_ZZQualification[1000614Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000614Name=null] / "
*,"49092",Further Education and Training Certificate in Furniture Making Specialism,"4",155,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,2011-10-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,43,,"<ZZQualification>: Inserted X_ZZQualification[1000615Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000615Name=null] / "
*,"23255",National Certificate Mechanical Engineering Fitting and Machining,"3",174,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,N,44,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZQualification>: Inserted X_ZZQualification[1000616Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000616Name=null] / "
*,"49046",National Certificate in Lump Ore Beneficiation (L3),"3",120,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,2011-10-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,45,,"<ZZQualification>: Inserted X_ZZQualification[1000617Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000617Name=null] / "
*,"49049",Further Education and Training Certificate in Lump Ore Beneficiation,"4",135,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,46,,"<ZZQualification>: Inserted X_ZZQualification[1000618Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000618Name=null] / "
*,"49044","National Certificate in Mineral Processing, Gold Extraction","3",124,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,2011-10-30 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,47,,"<ZZQualification>: Inserted X_ZZQualification[1000619Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000619Name=null] / "
*,"57121",National Certificate in Rockbreaking: Quarrying,"3",120,2006-12-11 00:00:00.000,2009-12-11 00:00:00.000,2010-12-11 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,48,,"<ZZQualification>: Inserted X_ZZQualification[1000620Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000620Name=null] / "
*,"58186",National Certificate in Sulphuric Acid Production,"3",134,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,49,,"<ZZQualification>: Inserted X_ZZQualification[1000621Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000621Name=null] / "
*,"58226",National Certificate in Sulphuric Acid Production,"2",166,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,"629",Non Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,50,,"<ZZQualification>: Inserted X_ZZQualification[1000622Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000622Name=null] / "
*,"58228",Further Education and Training Certificate in Sulphuric Acid Production,"4",146,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,51,,"<ZZQualification>: Inserted X_ZZQualification[1000623Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000623Name=null] / "
*,"50082",Further Education and Training Certificate in  Minerals Surveying,"4",148,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,52,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:528,"<ZZQualification>: Inserted X_ZZQualification[1000624Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000624Name=null] / "
*,"48972",National Certificate: Plant Production,"1",120,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,2011-10-30 00:00:00.000,1900-01-01 00:00:00.000,,Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,53,,"<ZZQualification>: Inserted X_ZZQualification[1000625Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000625Name=null] / "
*,"21839",National Certificate In Mining Operations Underground Hardrock Narrow Tabular (Version1),"2",159,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,2006-06-12 00:00:00.000,1900-01-01 00:00:00.000,"629",Unit Standard Based,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,Y,54,,"<ZZQualification>: Inserted X_ZZQualification[1000626Name=null] / <ZZQualification>: Inserted X_ZZQualification[1000626Name=null] / "
