AD_Org_ID[Name],ZZLearnershipTitle,ZZLearnershipCode,ZZLearnershipType,ZZQualification_ID[ZZSaqaQualificationCode],ZZNqfLevel,ZZCredits,ZZQualityAssuranceBody,Registrationstartdate,Registrationenddate,ZZMinimumElectiveCredits,IsActive,ZZMigrationCode/K,ZZMigrateValues
*,National Certificate: Fitting (including machining) : Metalliferous,16Q160026002443 (V2),,23627,3,152,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,200,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,National Certificate: Fitting (including machining) : Open Cast,16Q160053001463 (V2),,23627,3,111,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,201,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,National Certificate: Fitting (including machining) : Surface Coal,16Q160025001283 (V2),,23627,3,134,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,202,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,National Certificate: Fitting (including machining) : Surface Diamonds,16Q160027001203 (V2),,23627,3,119,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,203,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,National Certificate: Fitting (including machining) : Underground Coal,16Q160024001533 (V2),,23627,3,144,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,204,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,National Certificate: Fitting (including machining) : Underground Daimonds,16Q160023001273 (V2),,23627,3,140,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,205,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,National Certificate: Fitting and Turning: Metalliferous,16Q160035002763 (V2),,23626,3,184,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,206,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Fitting and Turning: Open Cast,16Q160054001463 (V2),,23626,3,146,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,207,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Fitting and Turning: Surface Coal,16Q160034001463 (V2),,23626,3,163,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,208,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Fitting and Turning: Surface Diamonds,16Q160036001403 (V2),,23626,3,152,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,209,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Fitting and Turning: Underground Coal,16Q160033001853 (V2),,23626,3,177,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,210,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Fitting and Turning: Underground Diamonds,16Q160032001593 (V2),,23626,3,172,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,211,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Millwright: Coal,16Q160029004094 (V2),,23633,4,378,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,212,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Millwright: Metalliferous,16Q160030004444 (V2),,23633,4,386,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,213,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Millwright: Opencast,16Q160031003814 (V2),,23633,4,359,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,214,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,National Certificate: Plater/Boilermaker: Coal,16Q160020001343 (V2),,23630,3,148,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,215,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate: Plater/Boilermaker: Diamonds Open Cast,16Q160022001493 (V2),,23630,3,145,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,216,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate: Plater/Boilermaker: Metalliferous,16Q160021001733 (V2),,23630,3,146,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,217,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate: Plater/Boilermaker: Opencast,16Q160019001323 (V2),,23630,3,139,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,218,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate: Plater/Welder: Diamonds Opencast,16Q160018001523 (V2),,23631,3,141,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,219,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Plater/Welder: Metalliferous,16Q160017001773 (V2),,23631,3,150,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,220,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Plater/Welder: Open Cast,16Q160051001463 (V2),,23631,3,145,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,221,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Plater/Welder: Underground Diamonds,16Q160018001623 (V2),,23631,3,149,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,222,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate: Rigger Ropesman: Open Cast,16Q160010001273 (V2),,23813,3,127,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,223,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079
*,National Certificate: Rigger Ropesman: Surface / Underground,16Q160009001273 (V2),,23813,3,140,,2012-06-30 00:00:00.000,2012-06-30 00:00:00.000,0,N,224,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079
*,National Certificate: Laboratory Practice: Coal,16Q160146541202,,73311,2,120,,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,0,N,225,
*,National Certificate: Mining Technical Support: Survey,16Q160187471383,,65549,3,138,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,N,226,
*,Further Education Training Certificate: Mining Geology,16Q160186541604,,77963,4,160,,2017-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,N,227,
*,Further Education Training Certificate: Exploration Geology,16Q160183611604,,77963,4,160,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,N,228,
*,National Certificate: Mechanical Engineering: Fitting,16Q160182451203,,63471,3,120,,2016-02-27 00:00:00.000,2016-07-27 00:00:00.000,0,N,229,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,Further Education and Training Certificate: Mechanical Engineering: Fitting,16Q160179301204,,63481,4,120,,2016-02-27 00:00:00.000,2016-07-27 00:00:00.000,0,N,230,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Mechanical Engineering: Fitting,16Q160185681302,,63477,2,130,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,N,231,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,National Certificate: Mining Technical Support: Sampling,16Q160184421383,,65549,3,138,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,N,232,
*,Further Education and Training: Laboratory Analysis: Mining and Minerals,16Q160193001404 (A),,73312,4,140,,2017-05-09 00:00:00.000,2017-02-06 00:00:00.000,0,N,233,
*,National Certificate: Mining Technical Support: Geology,16Q160177511383,,65549,3,138,,2017-07-27 00:00:00.000,2017-07-27 00:00:00.000,0,N,234,
*,Automotive electrician mining,61305,,61305,,120,,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,N,235,
*,Heavy Equipment Mechanic,96276,,96276,,120,,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,N,236,
*,GoldSmith,96283,,96283,,120,,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,0,N,237,
*,Diamond and gemstone setter,96284,,96284,,120,,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,N,238,
*,Diamond Cutter,96349,,96349,,120,,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,0,N,239,
*,Earth Moving Mechanic,97388,,97388,,120,,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,N,240,
*,National Certificate Instrumentation Mechanician  (V4),16Q160008001764 (V4),,23628,4,176,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,241,
*,National Certificate Rigger Ropesman - Surface/Underground (V3),16Q160009001273 (V3),,23813,3,127,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,242,
*,National Certificate Rigger Ropesman - Opencast (V3),16Q160010001273 (V3),,23813,3,127,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,N,243,
*,National Certificate Diesel Mechanic - Metalliferous (V3),16Q160013001493 (V3),,23624,3,178,,2003-06-02 00:00:00.000,2003-06-02 00:00:00.000,0,N,244,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,National Certificate Plater/Welder - Coal (V3),16Q160016001333 (V3),,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,245,
*,National Certificate Plater/Welder - Metalliferous (V3),16Q160017001773 (V3),,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,246,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,National Certificate Plater/Welder-Diamond Opencast (V3),16Q160018001523 (V3),,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,247,
*,National Certificate Plater/Welder - Underground Diamonds (V3),16Q160018001623 (V3),,23631,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,248,
*,National Certificate Plater/Boilermaker - Opencast (V3),16Q160019001323 (V3),,23630,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,249,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,National Certificate Plater/Boilermaker - Coal (V3),16Q160020001343 (V3),,23630,3,0,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,N,250,
