ID,SkillsProgrammeCode,SkillsProgrammeTitle,NQFLevelID,Credits,RegistrationStartDate,RegistrationEndDate,QualityAssuranceBodyID,SkillsProgrammeTypeID,QualificationID,AETLevelID,OFOOccupationID,MinimumElectiveCredits,SkillsProgrammeGrantTypeID,MigrationRecordID,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime,IsOHS
164,MQA/SP/0052/09,Skills Programme in Milling of Material (Version 2),0,18,2018-07-01 00:00:00.000,2025-03-31 00:00:00.000,0,1,0,0,1258,0,0,419,2022-12-12 13:31:20.827,1,2025-03-05 11:32:22.713,3551,0,2025-03-05 09:32:22.7146026,9999-12-31 23:59:59.9999999,0
165,MQA/SP/0053/09,Skills Programme: Slimes Reclamation,0,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,0,4,0,420,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
166,MQA/SP/0014/09,Skills Programme: Solvent Extraction (Version 2),0,46,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,24,0,421,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
167,MQA/SP/0085/09,Skills Programme: Generic Management for Middle Managers in the South African Mining and Minerals Sector,0,65,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,0,0,0,424,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
168,MQA/SP/0086/09,Skills Programme: Operation and Maintenance of Medium Voltage Switchgear and Distribution Networks,0,54,2015-07-01 00:00:00.000,2015-07-01 00:00:00.000,0,1,0,0,1165,36,0,425,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
169,MQA/SP/0087/09,Skills Programme: Water Analysis in a Laboratory,0,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,102,0,0,426,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
170,MQA/SP/0090/09,Skills Programme: Water Reticulation,0,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,0,0,427,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
171,MQA/SP/0091/09,Skills Programme: Electrowinning,0,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,13,0,428,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
172,MQA/SP/0092/09,Skills Programme: Gold Elution and Carbon Regeneration,0,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,17,0,429,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
173,MQA/SP/0093/09,Skills Programme: Diamond Recovery,0,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,0,0,430,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
174,MQA/SP/0094/09,Skills Programme: Relining of a mill,0,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,16,0,431,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
175,MQA/SP/0095/09,Skills Programme: Grading Room Operator,0,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,7,0,432,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
176,MQA/SP/0096/09,Skills Programme: Backfilling,0,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1258,18,0,433,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
177,MQA/SP/0036/05,Skills Programme: Gathering Arm Loader Operation in an Underground Coal Mine,0,78,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1256,39,0,434,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,1
178,57876,Further Education and Training Certificate: Jewellery Manufacturing Operations,4,150,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,0,2,65,0,1272,10,0,435,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
179,MQA/SP/0097/09,Skills Programme: Fabrication and Repair Equipment in Surface Operations,0,66,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1165,36,0,436,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
180,MQA/SP/0098/09,Skills Programme: Produce mastermodels for re-production and mass production,0,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1272,8,0,437,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
181,MQA/SP/0099/09,"Skills Programme: Jewellery Design, Quoting and Pricing",0,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,0,0,0,438,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
182,MQA/SP/0100/09,Skills Programme: Mechanical Engineering Maintenance in Surface Operations,0,68,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1165,34,0,439,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
183,MQA/SP/0101/09,Skills Programme: Lifting and moving of a load in Surface Operations,0,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1165,20,0,440,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
184,MQA/SP/0102/09,Skills Programme: Clean up Castings and Manufacture Basic Jewellery,0,69,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1272,0,0,441,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
185,MQA/SP/0103/09,Skills Programme: Computer Aided Design,0,22,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1272,0,0,442,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
186,MQA/SP/0104/09,Skills Programme: Identify and grade a gemstone,0,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1272,0,0,443,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
187,MQA/SP/0105/09,Skills Programme: Creating Moulds for Wax Casting Techniques,0,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1272,0,0,444,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
188,MQA/SP/0106/09,Skills Programme: Perform Lapidary Procedures,0,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,1,0,0,1272,0,0,445,2022-12-12 13:31:20.827,1,2025-05-06 14:17:22.010,4483,0,2025-05-06 12:17:22.0068631,9999-12-31 23:59:59.9999999,0
189,48804,"National Certificate Occupational Safety, Hygiene and Environment ",2,135,2007-08-07 00:00:00.000,2009-11-25 00:00:00.000,0,2,17,0,0,13,0,446,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
190,23624,"National Certificate Diesel Mechanic ",3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,1,0,1105,0,0,447,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
191,23625,National Certificate: Electrical,4,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,2,0,1165,0,0,448,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
192,23626,"National Certificate Fitting and Turning ",3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,3,0,1090,0,0,449,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
193,23627,"National Certificate Fitting (Including Machining) ",3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,4,0,1102,0,0,450,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
194,23628,National Certificate: Instrumentation Mechanician,4,99,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,5,0,1174,0,0,451,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
195,23813,National Certificate Rigger Ropesman,3,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,6,0,1079,0,0,452,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
196,21846,National Certificate in Diamond Processing Operator,2,120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,0,2,9,0,0,0,0,453,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
197,21814,National Certificate in Engineering Maintenance and Repairing for Underground Coal Mining,2,148,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,0,2,10,0,49,0,0,454,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
198,21812,"National certificate in Mining Operations: Underground Coal ",3,120,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,0,2,12,0,49,0,0,455,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
199,21815,"National Certificate in Engineering Maintenance for Underground Hard Rock (Metalliferous) ",2,120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,0,2,13,0,49,0,0,456,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
200,49045,National Certificate in Lump Ore Beneficiation (L2),2,163,2004-12-02 00:00:00.000,2007-12-02 00:00:00.000,0,2,16,0,0,0,0,457,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
201,"48696 ","National Certificate  Measurement  Control and Instrumentation ",3,175,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,0,2,20,0,1112,0,0,458,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
202,35927,Further Education and Training Certificate in  Payroll Administration Services,4,153,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,2,21,0,0,0,0,459,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
203,48695,National Certificate Measurement Control and Instrumentation,2,137,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,0,2,22,0,1112,0,0,460,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
204,48914,National Certificate in  Associate General Accountant,6,547,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,0,2,25,0,0,0,0,461,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
205,22858,National Certificate Autotronics,2,128,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,2,27,0,0,0,0,462,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
206,48912,National Certificate in  Chartered Accountant Financial Management,7,698,2006-07-01 00:00:00.000,2009-07-01 00:00:00.000,0,2,28,0,0,0,0,463,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
207,24493,National Certificate in  Management,5,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,0,2,29,0,0,0,0,464,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
208,13716,National Certificate Professional Driving,3,120,2003-12-03 00:00:00.000,2006-12-03 00:00:00.000,0,2,30,0,0,0,0,465,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
209,22671,National Certificate in Construction Masonry,3,120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,2,31,0,0,0,0,466,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
210,21853,National Certificate: Construction Plumbing,3,159,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,2,32,0,0,0,0,467,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
211,22670,National Certificate: Construction Carpentry,3,120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,2,33,0,0,0,0,468,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
212,24273,National Certificate: Community House Building,2,124,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,2,34,0,0,0,0,469,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
213,22490,National Certificate General Security Practice,3,124,2005-11-01 00:00:00.000,2008-11-01 00:00:00.000,0,2,35,0,0,0,0,470,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
214,20838,Further Education and Training Certificate in   AET Practice,4,120,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,2,40,0,0,0,0,471,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
215,49091,National Certificate in Furniture Making Wood,2,125,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,0,2,41,0,0,0,0,472,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
216,49044,"National Certificate in Mineral Processing, Gold Extraction",3,124,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,0,2,47,0,0,0,0,473,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
217,57121,National Certificate in rock breaking (quarrying),3,120,2006-12-11 00:00:00.000,2009-12-11 00:00:00.000,0,2,48,0,0,0,0,474,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
218,50082,Further Education and Training Certificate in  Minerals Surveying,4,148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,52,0,528,0,0,475,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
219,23656,Further Education and Training Certificate in Management,4,140,2006-03-14 00:00:00.000,2009-03-14 00:00:00.000,0,2,58,0,0,0,0,476,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
220,58274,Further Education and Training Certificate in Jewellery Setting Processes,4,146,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,0,2,59,0,1117,0,0,477,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
221,22859,National Certificate in Autotronics,3,140,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,2,60,0,0,0,0,478,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
222,57692,Further Education and Training Certificate: Carbonate Materials Manufacturing Processes,4,159,2006-11-16 00:00:00.000,2015-06-30 00:00:00.000,0,2,64,0,1444,0,0,479,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
223,57875,Further Education and Training Certificate: Jewellery Designing,4,146,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,0,2,66,0,1117,0,0,480,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
224,58270,Further Education and Training Certificate: Electro-Mechanics,4,171,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,67,0,1167,0,0,481,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
225,58288,National Certificate: Electro-Mechanics,3,141,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,0,2,70,0,1167,0,0,483,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
226,58721,Further Education and Training Certificate in Engineering Fabrication,4,141,2007-08-16 00:00:00.000,2015-06-30 00:00:00.000,0,2,76,0,192,0,0,484,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
227,20907,National Certificate in Customer Management,4,120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,0,2,77,0,0,0,0,485,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
228,59305,National Certificate Mineral Processing,2,129,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,0,2,80,0,1258,0,0,486,2022-12-12 13:31:20.827,1,2023-07-07 21:23:35.993,3553,0,2023-07-07 19:23:35.9954318,9999-12-31 23:59:59.9999999,0
229,"23953 ","Further Education and Training Certificate: New Venture Creation (SMME) ",4,162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,0,2,88,0,0,0,0,487,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
230,23630,"National Certificate Plater/Boilermaker ",3,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,89,0,1074,0,0,488,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
231,23631,"National Certificate Plater/Welder ",3,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,90,0,1070,0,0,489,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
232,23633,National Certificate: Millwright,4,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,2,92,0,1167,0,0,490,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
233,23655,Natioanl Certificate: Business Administration Services,3,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,0,2,94,0,0,0,0,491,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
234,57962,Carbonate Materials Manufacturing Process (Cement Manufacturing) L4,4,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,0,0,0,0,0,492,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
235,48873,Occupationally Directed Education and Training Practices,5,125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,0,2,95,0,0,0,0,493,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
236,35928,National Certificate: Business Administration,4,140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,0,2,96,0,0,0,0,494,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
237,16Q1600616,Lump ore Beneficiation: Diamonds  (version2),2,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,2,97,0,0,0,0,495,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
238,62796,Further Education and Taining CertificateL Strata Control Operations,4,165,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,0,2,98,0,57,0,0,496,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
239,64249,Further Education and Training Certificate: Diamond and Evaluation,4,164,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,2,99,0,1117,0,0,497,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
240,49648,National Certificate: New Venture Creation (SMME),2,138,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,0,2,100,0,0,0,0,498,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
241,64189,National Certificate: Metals Production,2,120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,2,101,0,1073,0,0,499,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
242,64190,National Certificate: Metals Production,3,120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,2,102,0,1073,0,0,500,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
243,64209,Further Education and Training Certificate: Metals Production,4,140,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,2,103,0,1073,0,0,501,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
244,62869,National Certificate: Rockbreaking: Surface Excavations,0,141,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,0,2,104,0,1236,0,0,502,2022-12-12 13:31:20.827,1,2023-07-07 21:23:35.993,3553,0,2023-07-07 19:23:35.9954318,9999-12-31 23:59:59.9999999,0
245,64309,General Education and Training Certificate: Adult Basic Education and Training,1,120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,0,2,105,0,0,0,0,503,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
246,64149,"National Certificate: Occupational Health, Safety and Environment",2,120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,0,2,139,0,316,0,0,504,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
247,64909,National Certificate: Small Scale Mining,2,143,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,2,106,0,211,0,0,505,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
248,64729,Further Education and Training Certificate: Diamond Processing,4,161,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,2,107,0,1117,0,0,506,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
249,63789,National Certificate: Electrical Engineering,2,140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,2,108,0,1165,0,0,507,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
250,64849,Further Education and Training Certificate: Automotive Repair and Maintenance,4,159,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,0,2,109,0,0,0,0,508,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
251,63790,National Certificate: Electrical Engineering,3,133,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,0,2,110,0,0,0,0,509,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
252,63889,Further Education and Training Certificate: Electrical Engineering,4,130,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,2,111,0,1165,0,0,510,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
253,64810,National Certificate: Automotive Repair and Maintenance,2,125,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,2,112,0,1098,0,0,511,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
254,64809,National Certificate: Automotive Repair and Maintenance,3,135,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,2,113,0,1098,0,0,512,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
255,64789,National Diploma: Automotive Repair and Maintenance,5,144,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,0,2,114,0,0,0,0,513,2022-12-12 13:31:20.827,1,2022-12-12 13:31:20.827,1,0,2022-12-12 11:31:20.8152536,9999-12-31 23:59:59.9999999,0
