AD_Org_ID[Name],Value,Name,Description,IsActive
*,2021-212102,Mathematician,2164,Y
*,2021-212103,Statistician,2165,Y
*,2021-213101,Animal Behaviourist,2166,Y
*,2021-213102,General Biologist,2167,Y
*,2021-213103,Anatomist or Physiologist,2168,Y
*,2021-213104,Biochemist,2169,Y
*,2021-213105,Biotechnologist,2170,Y
*,2021-213106,Botanist,2171,Y
*,2021-213107,Marine Biologist,2172,Y
*,2021-213108,Microbiologist,2173,Y
*,2021-213109,Zoologist,2174,Y
*,2021-213110,Medical Scientist,2175,Y
*,2021-213111,Pharmaceutical Physician,2176,Y
*,2021-213201,Agriculture Consultant,2177,Y
*,2021-213202,Agricultural Scientist,2178,Y
*,2021-213203,Forest Scientist,2179,Y
*,2021-213204,Wine Maker,2180,Y
*,2021-213205,Food and Beverage Scientist,2181,Y
*,2021-213301,Conservation Scientist,2182,Y
*,2021-213302,Environmental Scientist,2183,Y
*,2021-213304,Earth and Soil Scientist,2184,Y
*,2021-213305,Air Quality Analyst,2185,Y
*,2021-213306,Water Quality Analyst,2186,Y
*,2021-213307,Park Ranger,2187,Y
*,2021-213308,Brownfield Redevelopment Specialist,2188,Y
*,2021-213309,Toxicologist,2189,Y
*,2021-213310,Biodiversity Planner ,2190,Y
*,2021-214101,Industrial Engineer,2191,Y
*,2021-214102,Industrial Engineering Technologist,2192,Y
*,2021-214103,Production Engineer,2193,Y
*,2021-214104,Production Engineering Technologist,2194,Y
*,2021-214105,Energy Efficiency Manager,2195,Y
*,2021-214201,Civil Engineer,2196,Y
*,2021-214202,Civil Engineering Technologist,2197,Y
*,2021-214301,Environmental Engineer,2198,Y
*,2021-214302,Environmental Impact and Restoration Analyst,2199,Y
*,2021-214401,Mechanical Engineer,2200,Y
*,2021-214402,Mechanical Engineering Technologist,2201,Y
*,2021-214403,Aeronautical Engineer,2202,Y
*,2021-214404,Aeronautical Engineering Technologist,2203,Y
*,2021-214405,Naval Architect,2204,Y
*,2021-214406,Marine Engineering Technologist,2205,Y
*,2021-214407,Defence Industry Armament Engineer,2206,Y
*,2021-214408,Defence Industry Armament Engineering Technologist,2207,Y
*,2021-214501,Chemical Engineer,2208,Y
*,2021-214502,Chemical Engineering Technologist,2209,Y
*,2021-214503,Explosives and Dangerous Goods Inspector,2210,Y
*,2021-214601,Mining Engineer ,2211,Y
*,2021-214602,Mining Engineering Technologist,2212,Y
*,2021-214603,Metallurgical Engineer,2213,Y
*,2021-214604,Metallurgical Engineering Technologist,2214,Y
*,2021-214605,Metallurgist,2215,Y
*,2021-214607,Petroleum Engineer,2216,Y
*,2021-214901,Biomedical Engineer,2217,Y
*,2021-214902,Explosive Ordnance Engineer,2218,Y
*,2021-214903,Marine Salvage Engineer,2219,Y
*,2021-214904,Quantity Surveyor,2220,Y
*,2021-214905,Agricultural Engineer,2221,Y
*,2021-214906,Agricultural Engineering Technologist,2222,Y
*,2021-214907,Materials Engineer,2223,Y
*,2021-214908,Materials Engineering Technologist,2224,Y
*,2021-214909,Microsystems Engineers,2225,Y
*,2021-215101,Electrical Engineer,2226,Y
*,2021-215102,Electrical Engineering Technologist,2227,Y
*,2021-215103,Energy Engineer,2228,Y
*,2021-215104,Energy Engineering Technologist,2229,Y
*,2021-215201,Electronics Engineer,2230,Y
*,2021-215202,Electronics Engineering Technologist,2231,Y
*,2021-215301,Telecommunications Engineer,2232,Y
*,2021-215302,Telecommunications Engineering Technologist,2233,Y
*,2021-215303,Telecommunications Network Engineer,2234,Y
*,2021-215304,Telecommunications Field Engineer,2235,Y
*,2021-216101,Architect,2236,Y
*,2021-216201,Landscape Architect,2237,Y
*,2021-216301,Fashion Designer,2238,Y
*,2021-216302,Industrial Designer,2239,Y
*,2021-216303,Jewellery Designer,2240,Y
*,2021-216304,Footwear Designer,2241,Y
*,2021-216401,Urban and Regional Planner,2242,Y
*,2021-216402,Transport Analyst,2243,Y
*,2021-216403,Marine Spatial Planner,2244,Y
*,2021-216501,Cartographer,2245,Y
*,2021-216502,Surveyor,2246,Y
*,2021-216601,Digital Artist,2247,Y
*,2021-216602,Illustrator,2248,Y
*,2021-216603,Multimedia Designer,2249,Y
*,2021-216604,Web Designer,2250,Y
*,2021-221101,General Medical Practitioner,2251,Y
*,2021-221102,Resident Medical Officer,2252,Y
*,2021-221103,Public Health Physician,2253,Y
*,2021-221201,Anaesthetist,2254,Y
*,2021-221202,Cardiologist,2255,Y
*,2021-221203,Emergency Medicine Specialist,2256,Y
*,2021-221204,Obstetrician and Gynaecologist,2257,Y
*,2021-221205,Ophthalmologist,2258,Y
*,2021-221206,Paediatrician,2259,Y
*,2021-221207,Pathologist,2260,Y
*,2021-221208,Psychiatrist,2261,Y
*,2021-221209,Radiologist,2262,Y
*,2021-221210,General Medicine Specialist Physician,2263,Y
*,2021-221211,Surgeon,2264,Y
*,2021-221212,Forensic Pathologist,2265,Y
*,2021-221213,Radiation Oncologist,2266,Y
*,2021-221214,Nuclear Medicine Specialist,2267,Y
*,2021-221215,Family Physician,2268,Y
*,2021-221216,Neurologist,2269,Y
*,2021-221217,Clinical Pharmacologist,2270,Y
*,2021-221218,Medical Geneticist,2271,Y
*,2021-221219,Plastic and Reconstructive Surgeon,2272,Y
*,2021-221220,Urologist,2273,Y
*,2021-221221,Public Health Medicine Specialist,2274,Y
*,2021-221222,Public Health Occupational Medicine Specialist ,2275,Y
*,2021-221223,Paediatric Surgeon,2276,Y
*,2021-221224,Orthopaedic Surgeon,2277,Y
*,2021-221225,Neurosurgeon,2278,Y
*,2021-221226,Otorhinolaryngologist,2279,Y
*,2021-221227,Dermatologist,2280,Y
*,2021-222101,Clinical Nurse Practitioner,2281,Y
*,2021-222102,Aged Care Registered Nurse,2282,Y
*,2021-222103,Registered Nurse (Child and Family Health),2283,Y
*,2021-222104,Registered Nurse (Community Health),2284,Y
*,2021-222105,Registered Nurse (Critical Care and Emergency),2285,Y
*,2021-222106,Registered Nurse (Developmental Disability),2286,Y
*,2021-222107,Registered Nurse (Disability and Rehabilitation),2287,Y
*,2021-222108,Registered Nurse (Medical),2288,Y
*,2021-222109,Registered Nurse (Medical Practice),2289,Y
*,2021-222110,Registered Nurse (Mental Health),2290,Y
*,2021-222111,Registered Nurse (Operating theatre),2291,Y
*,2021-222112,Registered Nurse (Surgical),2292,Y
*,2021-222113,Paediatrics Nurse,2293,Y
*,2021-222114,Nurse Educator,2294,Y
*,2021-222115,Nurse Researcher,2295,Y
*,2021-222116,Nurse Manager,2296,Y
*,2021-222117,Midwife,2297,Y
*,2021-223101,Acupuncturist,2298,Y
*,2021-223102,Ayurvedic Practitioner,2299,Y
*,2021-223103,Homoeopath,2300,Y
*,2021-223104,Naturopath,2301,Y
*,2021-223105,Traditional African Medicine Practitioner,2302,Y
*,2021-223106,Traditional Chinese Medicine Practitioner,2303,Y
*,2021-223107,Phytotherapist,2304,Y
*,2021-224101,Paramedical Practitioner,2305,Y
*,2021-224102,Sports Scientist,2306,Y
*,2021-225101,Veterinarian,2307,Y
*,2021-225102,Veterinary Public Health Professional / Practitioner,2308,Y
*,2021-225103,Livestock Inspector,2309,Y
*,2021-226101,Dental Specialist,2310,Y
*,2021-226102,Dentist,2311,Y
*,2021-226201,Hospital Pharmacist,2312,Y
*,2021-226202,Industrial Pharmacist,2313,Y
*,2021-226203,Retail Pharmacist,2314,Y
*,2021-226204,Authorised Pharmacist Prescriber,2315,Y
*,2021-226301,Environmental Health Officer,2316,Y
*,2021-226302,"Safety, Health, Environment and Quality (SHE&Q) Practitioner",2317,Y
*,2021-226303,Ergonomist,2318,Y
*,2021-226304,Food Inspector,2319,Y
*,2021-226401,Physiotherapist,2320,Y
*,2021-226501,Dietitian,2321,Y
*,2021-226502,Nutritionist,2322,Y
*,2021-226601,Audiologist,2323,Y
*,2021-226602,Speech Pathologist,2324,Y
*,2021-226603,Speech Therapist and Audiologist,2325,Y
*,2021-226604,Hearing Aid Acousticians,2326,Y
*,2021-226701,Optometrist,2327,Y
*,2021-226702,Orthoptist,2328,Y
*,2021-226901,Arts Therapist,2329,Y
*,2021-226902,Occupational Therapist,2330,Y
*,2021-226903,Podiatrist,2331,Y
*,2021-226904,Diversional Therapist,2332,Y
*,2021-226905,Biokineticist,2333,Y
*,2021-226906,Rheumatologist,2334,Y
*,2021-231101,University Lecturer,2335,Y
*,2021-231102,University Tutor,2336,Y
*,2021-232130,TVET Educator,2337,Y
*,2021-232131,Adult Education Teacher,2338,Y
*,2021-232132,College Lecturer,2339,Y
*,2021-233107,FET Phase School Teacher (Grades 10-12),2340,Y
*,2021-233108,Senior Phase School Teacher (Grades 7 - 9),2341,Y
*,2021-234101,Foundation Phase School Teacher,2342,Y
*,2021-234102,Intermediate Phase School Teacher (Grades 4-6),2343,Y
*,2021-234201,Early Childhood Development Practitioner,2344,Y
*,2021-235101,Education or Training Advisor,2345,Y
*,2021-235102,Education or Training Reviewer,2346,Y
*,2021-235201,Special Needs Teacher,2347,Y
*,2021-235401,Private Tuition Music Teacher,2348,Y
*,2021-235501,Private Tuition Art Teacher,2349,Y
*,2021-235502,Private Tuition Dance Teacher,2350,Y
*,2021-235503,Private Tuition Drama Teacher,2351,Y
*,2021-235601,ICT Trainer,2352,Y
*,2021-235901,Private Tuition Dressmaking Teacher,2353,Y
*,2021-235902,Private Tuition Handicrafts Teacher,2354,Y
*,2021-235903,School Laboratory Technician,2355,Y
*,2021-235904,Examination Supervisor,2356,Y
*,2021-241101,General Accountant,2357,Y
*,2021-241102,Management Accountant,2358,Y
*,2021-241103,Tax Professional,2359,Y
*,2021-241104,External Auditor,2360,Y
*,2021-241106,Accountant in Practice,2361,Y
*,2021-241107,Financial Accountant,2362,Y
*,2021-241108,Forensic Accountant,2363,Y
*,2021-241201,Investment Analyst,2364,Y
*,2021-241202,Investment Manager,2365,Y
*,2021-241203,Investment Advisor,2366,Y
*,2021-241204,Financial Markets Practitioner,2367,Y
*,2021-241205,Professional Principal Executive Officer,2368,Y
*,2021-241301,Financial Investment Advisor,2369,Y
*,2021-242101,Management Consultant,2370,Y
*,2021-242102,Organisation and Methods Analyst,2371,Y
*,2021-242103,Business Development Officer,2372,Y
*,2021-242104,AML Surveillance Analyst,2373,Y
*,2021-242201,Intelligence Officer,2374,Y
*,2021-242202,Policy Analyst,2375,Y
*,2021-242203,Company Secretary,2376,Y
*,2021-242204,Corporate Treasurer,2377,Y
*,2021-242207,Compliance Officer,2378,Y
*,2021-242208,Organisational Risk Manager,2379,Y
*,2021-242209,Accounting Officer,2380,Y
*,2021-242210,Business Administrator,2381,Y
*,2021-242211,Internal Auditor,2382,Y
*,2021-242212,Diplomat ,2383,Y
*,2021-242213,Regulatory Affairs Officer,2384,Y
*,2021-242214,Intellectual Property Special Advisor,2385,Y
*,2021-242215,Fraud Examiner,2386,Y
*,2021-242301,Career Development Practitioner,2387,Y
*,2021-242302,Skills Development Practitioner,2388,Y
*,2021-242303,Human Resource Advisor,2389,Y
*,2021-242304,Industrial Relations Advisor,2390,Y
*,2021-242305,Occupational Analyst,2391,Y
*,2021-242306,Labour Market Analyst,2392,Y
*,2021-242307,Recreation Officer,2393,Y
*,2021-242401,Training and Development Professional,2394,Y
*,2021-242402,Occupational Instructor ,2395,Y
*,2021-242403,Assessment Practitioner,2396,Y
*,2021-242404,Student Support Service Officer,2397,Y
*,2021-243101,Advertising Specialist,2398,Y
*,2021-243102,Market Research Analyst,2399,Y
*,2021-243103,Marketing Practitioner,2400,Y
*,2021-243104,Market Campaign Analyst,2401,Y
*,2021-243201,Communication Coordinator,2402,Y
*,2021-243202,Communication Strategist,2403,Y
*,2021-243203,Corporate Communication Manager,2404,Y
*,2021-243204,Event Producer,2405,Y
*,2021-243301,Industrial Products Sales Representative ,2406,Y
*,2021-243302,Medical and Pharmaceutical Products Sales Representative ,2407,Y
*,2021-243303,Educational Products and Services Sales Representative ,2408,Y
*,2021-243304,Printing and Publishing Equipment Sales Representative,2409,Y
*,2021-243401,ICT Account Manager,2410,Y
*,2021-243402,ICT Business Development Manager,2411,Y
*,2021-243403,ICT Sales Representative,2412,Y
*,2021-251101,ICT Systems Analyst,2413,Y
*,2021-251102,Data Scientist ,2414,Y
*,2021-251201,Software Developer,2415,Y
*,2021-251202,Programmer Analyst,2416,Y
*,2021-251203,Developer Programmer,2417,Y
*,2021-251301,Multimedia Specialist,2418,Y
*,2021-251302,Web Developer,2419,Y
*,2021-251401,Applications Programmer,2420,Y
*,2021-251901,Computers Quality Assurance Analyst,2421,Y
*,2021-252101,Database Designer and Administrator,2422,Y
*,2021-252201,Systems Administrator,2423,Y
*,2021-252301,Computer Network and Systems Engineer,2424,Y
*,2021-252302,Network Analyst,2425,Y
*,2021-252303,`Transmission Engineer,2426,Y
*,2021-252901,ICT Security Specialist,2427,Y
*,2021-252902,Technical ICT Support Services Manager,2428,Y
*,2021-261101,Attorney,2429,Y
*,2021-261102,Administrative Lawyer,2430,Y
*,2021-261103,Patent Attorney,2431,Y
*,2021-261104,Trade Mark Attorney,2432,Y
*,2021-261105,Tribunal Member,2433,Y
*,2021-261106,Advocate,2434,Y
*,2021-261107,Legal Manager,2435,Y
*,2021-261201,Judge,2436,Y
*,2021-261202,Magistrate,2437,Y
*,2021-261901,Adjudicator,2438,Y
*,2021-261902,Legislation Facilitator,2439,Y
*,2021-261903,Master of The Court,2440,Y
*,2021-261904,Family Court Registrar,2441,Y
*,2021-261905,Notary,2442,Y
*,2021-262101,Archivist,2443,Y
*,2021-262102,Gallery or Museum Curator,2444,Y
*,2021-262103,Conservator,2445,Y
*,2021-262201,Librarian,2446,Y
*,2021-262202,Information Services Manager,2447,Y
*,2021-263101,Economist,2448,Y
*,2021-263102,Economic Reasearch Manager,2449,Y
*,2021-263201,Anthropologist,2450,Y
*,2021-263202,Archaeologist,2451,Y
*,2021-263203,Geographer,2452,Y
*,2021-263204,Sociologist,2453,Y
*,2021-263205,Criminologist,2454,Y
*,2021-263206,Heritage Consultant,2455,Y
*,2021-263301,Genealogist,2456,Y
*,2021-263302,Historian,2457,Y
*,2021-263303,Prehistorian,2458,Y
*,2021-263304,Political Scientist,2459,Y
*,2021-263401,Clinical Psychologist,2460,Y
*,2021-263402,Educational Psychologist,2461,Y
*,2021-263403,Organisational Psychologist,2462,Y
*,2021-263404,Psychotherapist,2463,Y
*,2021-263405,Research Psychologist,2464,Y
*,2021-263406,Sport Psychologist,2465,Y
*,2021-263407,Counselling Psychologist,2466,Y
*,2021-263408,Community Psychologist,2467,Y
*,2021-263409,Psychometrician,2468,Y
*,2021-263501,Social Counselling Worker,2469,Y
*,2021-263502,Addictions Counsellor,2470,Y
*,2021-263503,Marriage and Family Counsellor,2471,Y
*,2021-263504,Rehabilitation Counsellor,2472,Y
*,2021-263505,Student Counsellor,2473,Y
*,2021-263506,Probation Social Worker,2474,Y
*,2021-263507,Adoption Social Worker,2475,Y
*,2021-263508,Child and Youth Care Worker,2476,Y
*,2021-263509,Parole Board Member,2477,Y
*,2021-263510,Employee Wellness Practitioner,2478,Y
*,2021-263511,Career Councillor,2479,Y
*,2021-263512,Community Development Practitioner,2480,Y
*,2021-263601,Minister of Religion,2481,Y
*,2021-264101,Author,2482,Y
*,2021-264102,Book or Script Editor,2483,Y
*,2021-264103,Technical Writer,2484,Y
*,2021-264201,Copywriter,2485,Y
*,2021-264202, Editor,2486,Y
*,2021-264203,Journalist,2487,Y
*,2021-264204,Radio Journalist,2488,Y
*,2021-264205,Content Presenter,2489,Y
*,2021-264206,Critic,2490,Y
*,2021-264301,Interpreter,2491,Y
*,2021-264302,Translator,2492,Y
*,2021-264303,Linguist,2493,Y
*,2021-265101,Painter (Visual Arts),2494,Y
*,2021-265102,Potter or Ceramic,2495,Y
*,2021-265103,Sculptor,2496,Y
*,2021-265104,Ephemeral Artist,2497,Y
*,2021-265201,Composer,2498,Y
*,2021-265202,Music Director,2499,Y
*,2021-265203,Musician (Instrumental),2500,Y
*,2021-265204,Singer,2501,Y
*,2021-265205,Music Researcher,2502,Y
*,2021-265206,Music Copyist,2503,Y
*,2021-265301,Dancer or Choreographer,2504,Y
*,2021-265401,"Director (Film, Television, Radio or Stage)",2505,Y
*,2021-265402,Director of Photography,2506,Y
*,2021-265403,Film and Video Editor,2507,Y
*,2021-265404,Program Director (Television or Radio),2508,Y
*,2021-265405,Technical Director,2509,Y
*,2021-265406,Video Producer,2510,Y
*,2021-265407,Police Video Unit Manager and Producer,2511,Y
*,2021-265408,Casting Director,2512,Y
*,2021-265409,Film and Television Production Manager,2513,Y
*,2021-265410,Radio or Television Programme Organiser,2514,Y
*,2021-265411,Location Manager (Film or Television),2515,Y
*,2021-265412,Media Producer,2516,Y
*,2021-265501,Actor,2517,Y
*,2021-265601,Radio Presenter,2518,Y
*,2021-265602,Television Presenter,2519,Y
*,2021-265901,Entertainer or Variety Artist,2520,Y
*,2021-265902,Hypnotist,2521,Y
*,2021-265903,Public Speaker,2522,Y
*,2021-265904,Community Arts Worker,2523,Y
*,2021-311101,Chemistry Technician,2524,Y
*,2021-311102,Physical Science Technician,2525,Y
*,2021-311103,Fragrance Evaluators/ flavourists,2526,Y
*,2021-311104,Radiation Control/ Nuclear Monitoring Technician,2527,Y
*,2021-311201,Civil Engineering Technician,2528,Y
*,2021-311202,Surveying or Cartographic Technician,2529,Y
*,2021-311203,Town Planning Technician,2530,Y
*,2021-311217,Water Control Officer,2531,Y
*,2021-311301,Electrical Engineering Technician,2532,Y
*,2021-311302,Electric Substation Operations Manager,2533,Y
*,2021-311303,Energy Efficiency Technician,2534,Y
*,2021-311401,Electronic Engineering Technician,2535,Y
*,2021-311501,Mechanical Engineering Technician,2536,Y
*,2021-311502,Pressure Equipment  Inspector,2537,Y
*,2021-311503,Aeronautical Engineering Technician,2538,Y
*,2021-311601,Chemical Engineering Technician,2539,Y
*,2021-311701,Mining Technician,2540,Y
*,2021-311702,Metallurgical or Materials Technician,2541,Y
*,2021-311703,Non-Destructive Testing Technician  (NDTT),2542,Y
*,2021-311704,Geophysical Technician,2543,Y
*,2021-311801,Draughtsperson,2544,Y
*,2021-311901,"Forensic Technician (Biology, Toxicology)",2545,Y
*,2021-311902,Fire Investigator,2546,Y
*,2021-311903,Food and Beverage Technician,2547,Y
*,2021-311904,Manufacturing Technician,2548,Y
*,2021-311905,Industrial Engineering Technician,2549,Y
*,2021-311906,Environmental Engineering Technician,2550,Y
*,2021-311910,Food Laboratory Analyst,2551,Y
*,2021-312101,Mining Production Supervisor,2552,Y
*,2021-312102,Miner,2553,Y
*,2021-312103,Engineering Supervisor,2554,Y
*,2021-312201,Production / Operations Supervisor (Manufacturing),2555,Y
*,2021-312202,Maintenance Planner,2556,Y
*,2021-312301,Building Associate,2557,Y
*,2021-313102,Fossil Power Plant Process Controller,2558,Y
*,2021-313103,Hydro Power Plant Process Controller,2559,Y
*,2021-313104,Nuclear Power Plant Process Controller,2560,Y
*,2021-313105,Wind Turbine Power Plant Process Controller,2561,Y
*,2021-313106,Concentrated Solar Power (CSP) Plant Process Controller,2562,Y
*,2021-313107,Geothermal Technicians,2563,Y
*,2021-313108,Weatherisation Installers and Technicians,2564,Y
*,2021-313109,Solar Photovoltaic Service Technician,2565,Y
*,2021-313110,Wind Turbine Service Technician,2566,Y
*,2021-313201,Water Plant Operator,2567,Y
*,2021-313202,Waste Materials Plant Operator,2568,Y
*,2021-313203,Water Process Controller,2569,Y
*,2021-313301,Chemical Plant Controller,2570,Y
*,2021-313401,Gas or Petroleum Controller,2571,Y
*,2021-313501,Metal Manufacturing Process Control Technician,2572,Y
*,2021-313901,Integrated Manufacturing Line Process Control Technician,2573,Y
*,2021-313902,Wood Processing Control Technician,2574,Y
*,2021-313903,"Clothing, Textile and Footwear Manufacturing Process Control Technician",2575,Y
*,2021-313905,Cotton Ginning Process Controller,2576,Y
*,2021-313906,Fresh Produce Packing Controller,2577,Y
*,2021-313907,Food and Beverage Manufacturing Process Controller,2578,Y
*,2021-313908,Sugar Process Controller,2579,Y
*,2021-313909,Miller,2580,Y
*,2021-313910,Juice Extraction Process Controller,2581,Y
*,2021-313911,Grain Handling Controller,2582,Y
*,2021-313912,Mineral Beneficiation Process Controller,2583,Y
*,2021-313913,Chemical Waste Controller,2584,Y
*,2021-313916,Manufacturing Production Technicians,2585,Y
*,2021-313917,Pulp and Paper Manufacturing Process Control Technician,2586,Y
*,2021-314101,Life Science Technician,2587,Y
*,2021-314102,Environmental Science Technician,2588,Y
*,2021-314201,Agricultural Technician,2589,Y
*,2021-314301,Forestry Technician,2590,Y
*,2021-314302,Forestry Research Technician,2591,Y
*,2021-315101,Marine Engineer,2592,Y
*,2021-315201,Ship's Master,2593,Y
*,2021-315202,Ship's Officer,2594,Y
*,2021-315203,Ship's Surveyor,2595,Y
*,2021-315204,Marine Certification & Surveillance Manager,2596,Y
*,2021-315205,Boat Driver / Coxswain,2597,Y
*,2021-315206,Aids to Navigation Manager,2598,Y
*,2021-315207,Aids to Navigation Technician,2599,Y
*,2021-315301,Aircraft Navigator,2600,Y
*,2021-315302,Flight Engineer,2601,Y
*,2021-315303,Aeroplane Pilot,2602,Y
*,2021-315304,Flying Instructor,2603,Y
*,2021-315305,Helicopter Pilot,2604,Y
*,2021-315306,Balloonist,2605,Y
*,2021-315401,Traffic Controller,2606,Y
*,2021-315501,Airborne Electronics Analyst,2607,Y
*,2021-315502,Airworthiness Surveyor,2608,Y
*,2021-321101,Medical Diagnostic Radiographer,2609,Y
*,2021-321102,Medical Radiation Therapist,2610,Y
*,2021-321103,Nuclear Medicine Technologist,2611,Y
*,2021-321104,Sonographer,2612,Y
*,2021-321105,Anaesthetic Technician,2613,Y
*,2021-321106,Cardiac Technician,2614,Y
*,2021-321107,Operating Theatre Technician,2615,Y
*,2021-321108,Audiometrist,2616,Y
*,2021-321109,Dialysis Technician,2617,Y
*,2021-321110,Neurophysiological Technician,2618,Y
*,2021-321111,Renal Technician,2619,Y
*,2021-321112,Intensive Care Technician,2620,Y
*,2021-321113,Orthopaedic Technician,2621,Y
*,2021-321114,Health Technical Support Officer,2622,Y
*,2021-321115,Medical Electronic Equipment Operator,2623,Y
*,2021-321116,Electroencephalographic Technician,2624,Y
*,2021-321117,Radiation Laboratory Technician,2625,Y
*,2021-321118,Orthotist or Prosthetist,2626,Y
*,2021-321119,Pulmonology Clinical Technologist,2627,Y
*,2021-321120,Reproductive Biology Clinical Technologist,2628,Y
*,2021-321121,Cardiothoracic Perfusion Clinical Technologist,2629,Y
*,2021-321122,Occupational Therapy Technician,2630,Y
*,2021-321123,Orientation and Mobility Practitioner,2631,Y
*,2021-321201,Medical Technician,2632,Y
*,2021-321206,Medical Technologist,2633,Y
*,2021-321301,Pharmacy Technician,2634,Y
*,2021-321401,Clinical Dental Technician,2635,Y
*,2021-321402,Dental Technician,2636,Y
*,2021-321403,Dental Therapist,2637,Y
*,2021-321405,Orthotic and Prosthetic Technician,2638,Y
*,2021-321406,Dental Technologist,2639,Y
*,2021-322101,Enrolled Nurse,2640,Y
*,2021-322102,Mother Craft Nurse,2641,Y
*,2021-322201,Assistant Midwife,2642,Y
*,2021-323101,Indigenous Heath Worker (Inyanga),2643,Y
*,2021-323102,Ancillary Health Care Worker,2644,Y
*,2021-323105,Therapeutic Aromatherapist,2645,Y
*,2021-323106,Therapeutic Reflexologist,2646,Y
*,2021-324101,Veterinary Nurse,2647,Y
*,2021-324102,Veterinary Technician,2648,Y
*,2021-324103,Veterinary Technologist,2649,Y
*,2021-325101,Dental Assistant,2650,Y
*,2021-325102,Oral Hygienist,2651,Y
*,2021-325201,Health Information Manager,2652,Y
*,2021-325301,Health Promotion Practitioner,2653,Y
*,2021-325401,Dispensing Optician,2654,Y
*,2021-325501,Massage Therapist,2655,Y
*,2021-325502,Hydrotherapist,2656,Y
*,2021-325503,Electrotherapist,2657,Y
*,2021-325504,Physiotherapy Technician,2658,Y
*,2021-325601,Clinical Associate,2659,Y
*,2021-325701,Environmental and Occupational Health Inspector,2660,Y
*,2021-325702,Marine Safety Officer,2661,Y
*,2021-325703,Agricultural / Horticultural Produce Inspector,2662,Y
*,2021-325704,Aquaculture Produce Analyst,2663,Y
*,2021-325705,Safety Inspector,2664,Y
*,2021-325706,Ammunition Technician,2665,Y
*,2021-325707,Mine Health and Safety Inspector,2666,Y
*,2021-325708,Magazine Master,2667,Y
*,2021-325801,Ambulance Officer,2668,Y
*,2021-325802,Intensive Care Ambulance Paramedic / Ambulance Paramedic,2669,Y
*,2021-325901,Chiropractor,2670,Y
*,2021-325902,Osteopath,2671,Y
*,2021-331101,Securities Dealer,2672,Y
*,2021-331105,Asset Swap Administrator,2673,Y
*,2021-331106,Financial Markets Settlement Officer,2674,Y
*,2021-331201,Credit or Loans Officer,2675,Y
*,2021-331204,False Worker,2676,Y
*,2021-331205,Business Banker,2677,Y
*,2021-331301,Bookkeeper,2678,Y
*,2021-331302,Accounting Technician,2679,Y
*,2021-331303,Tax Technician,2680,Y
*,2021-331401,Statistical and Mathematical Assistant,2681,Y
*,2021-331501,Valuer,2682,Y
*,2021-331502,Insurance Investigator,2683,Y
*,2021-331503,Insurance Loss Adjuster,2684,Y
*,2021-331504,Insurance Risk Surveyor,2685,Y
*,2021-331505,Vehicle Damage Quantifier,2686,Y
*,2021-332101,Insurance Agent,2687,Y
*,2021-332102,Insurance Broker,2688,Y
*,2021-332201,Commercial Sales Representative,2689,Y
*,2021-332202,Sales Representative (Building and Plumbing Supplies),2690,Y
*,2021-332203,Sales Representative (Personal and Household Goods),2691,Y
*,2021-332204,Commercial Services Sales Agent,2692,Y
*,2021-332205,Manufacturers Representative,2693,Y
*,2021-332206,Sales Representative (Photographic Equipment and Supplies),2694,Y
*,2021-332207,Chemical Sales Representative,2695,Y
*,2021-332208,Pharmacy Sales Assistant,2696,Y
*,2021-332301,Retail Buyer,2697,Y
*,2021-332302,Purchasing Officer,2698,Y
*,2021-332401,Commodities Trader,2699,Y
*,2021-332402,Finance Broker,2700,Y
*,2021-333101,Clearing and Forwarding Agent,2701,Y
*,2021-333201,Events Manager,2702,Y
*,2021-333301,Recruitment Officer,2703,Y
*,2021-333302,Labour Recruitment Consultant: Permanent Employment Agency (PEA),2704,Y
*,2021-333303,Labour Recruitment Consultant: Temporary Employment Services (TES),2705,Y
*,2021-333401,Property Manager,2706,Y
*,2021-333402,Real Estate Agent,2707,Y
*,2021-333404,Real Estate Sales Settlement Administrator,2708,Y
*,2021-333405,Real Estate Agency Principal ,2709,Y
*,2021-333406,Property Lease Administrator,2710,Y
*,2021-333901,Auctioneer,2711,Y
*,2021-333902,Special Services Contracting Agent,2712,Y
*,2021-333903,Sales Representative (Business Services),2713,Y
*,2021-333904,Business Broker,2714,Y
*,2021-333905,Supply Chain Practitioner,2715,Y
*,2021-333906,Stock and Station Agent,2716,Y
*,2021-333907,Property Portfolio and Asset Manager,2717,Y
*,2021-333908,Marketing Coordinator,2718,Y
*,2021-333909,Bid Assistant,2719,Y
*,2021-333910,Business Support Coordinator,2720,Y
*,2021-333911,Physical Asset Practitioner,2721,Y
*,2021-334101,Office Supervisor,2722,Y
*,2021-334102,Office Administrator,2723,Y
*,2021-334103,Call Centre Team Leader,2724,Y
*,2021-334201,Legal Secretary,2725,Y
*,2021-334301,Secretary Bargaining Council,2726,Y
*,2021-334302,Personal Assistant,2727,Y
*,2021-334401,Medical Secretary,2728,Y
*,2021-335101,Customs Officer,2729,Y
*,2021-335102,Immigration Officer,2730,Y
*,2021-335201,Taxation Inspector,2731,Y
*,2021-335301,Social Security Assessor,2732,Y
*,2021-335401,Driving license examiner  ,2733,Y
*,2021-335402,Import-export Administrator,2734,Y
*,2021-335403,Passport Officer (Issuing),2735,Y
*,2021-335404,Motor Vehicle Examiner,2736,Y
