ID,MajorGroupID,Code,Description,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime
149,34,2021-63,"Subsistence Farmers, Fishers, Hunters and Gatherers",2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
150,34,2021-64,Building and Related Trades Workers,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
151,34,2021-65,"Metal, Machinery and Related Trades Workers",2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
152,34,2021-66,Handicraft and Printing Workers,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
153,34,2021-67,Electrical and Electronics Trades Workers,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
154,34,2021-68,"Food Processing, Wood Working, Garment and Other Craft and Related Trades Workers",2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
155,35,2021-71,Stationary Plant and Machine Operators,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
156,35,2021-72,Assemblers,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
157,35,2021-73,Drivers and Mobile Plant Operators,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
158,36,2021-81,Cleaners and Helpers,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
159,36,2021-82,"Agricultural, Forestry and Fishery Labourers",2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
160,36,2021-83,"Labourers in Mining, Construction, Manufacturing and Transport",2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
161,36,2021-84,Food Preparation Assistants,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
162,36,2021-85,Street and Related Sales and Service Workers,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
163,36,2021-86,Refuse Workers and Other Elementary Workers,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
164,37,2021-90,Learner,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
165,38,2021-00,No Mapping,2024-09-13 11:30:08.250,1,2024-09-13 11:30:08.250,1,0,2024-10-14 13:57:36.4668641,9999-12-31 23:59:59.9999999
